date,time,air_temp_mean_K,air_p_mean_Pa
6/23/2019,8:00:00,288.431,99425.7
6/23/2019,8:30:00,288.696,99434.1
6/23/2019,9:00:00,288.835,99438.6
6/23/2019,9:30:00,288.954,99453.3
6/23/2019,10:00:00,289.076,99470
6/23/2019,10:30:00,289.056,99473.7
6/23/2019,11:00:00,289.169,99480.6
6/23/2019,11:30:00,289.233,99480.7
6/23/2019,12:00:00,289.439,99481
6/23/2019,12:30:00,289.512,99479.8
6/23/2019,13:00:00,289.579,99479.2
6/23/2019,13:30:00,289.817,99475.9
6/23/2019,14:00:00,290.145,99478
6/23/2019,14:30:00,290.476,99475
6/23/2019,15:00:00,290.571,99473.7
6/23/2019,15:30:00,290.778,99466.6
6/23/2019,16:00:00,291.094,99452.1
6/23/2019,16:30:00,291.021,99442.9
6/23/2019,17:00:00,290.598,99439.3
6/23/2019,17:30:00,290.867,99430.5
6/23/2019,18:00:00,291.665,99394.2
6/23/2019,18:30:00,292.04,99380.7
6/23/2019,19:00:00,291.976,99388.1
6/23/2019,19:30:00,291.433,99379.8
6/23/2019,20:00:00,291.384,99373.7
6/23/2019,20:30:00,291.411,99370.2
6/23/2019,21:00:00,291.372,99371.2
6/23/2019,21:30:00,291.209,99379.3
6/23/2019,22:00:00,290.408,99395.3
6/23/2019,22:30:00,290.332,99397.5
6/23/2019,23:00:00,289.957,99406.3
6/23/2019,23:30:00,289.206,99417.2
6/24/2019,0:00:00,288.854,99418.4
6/24/2019,0:30:00,288.525,99412
6/24/2019,1:00:00,287.724,99406.8
6/24/2019,1:30:00,287.373,99413.1
6/24/2019,2:00:00,286.961,99406.2
6/24/2019,2:30:00,286.753,99394.7
6/24/2019,3:00:00,286.71,99396.1
6/24/2019,3:30:00,286.802,99398.8
6/24/2019,4:00:00,286.824,99403
6/24/2019,4:30:00,286.626,99395.6
6/24/2019,5:00:00,286.627,99369.7
6/24/2019,5:30:00,286.838,99369.5
6/24/2019,6:00:00,286.976,99385.7
6/24/2019,6:30:00,287.047,99370
6/24/2019,7:00:00,287.323,99361.1
6/24/2019,7:30:00,287.868,99361.4
6/24/2019,8:00:00,288.032,99365.9
6/24/2019,8:30:00,288.288,99357.9
6/24/2019,9:00:00,288.677,99360.4
6/24/2019,9:30:00,289.257,99352
6/24/2019,10:00:00,290.203,99332
6/24/2019,10:30:00,291.215,99318.9
6/24/2019,11:00:00,291.976,99292.8
6/24/2019,11:30:00,292.735,99282
6/24/2019,12:00:00,293.374,99265.9
6/24/2019,12:30:00,293.365,99262.6
6/24/2019,13:00:00,293.771,99252.4
6/24/2019,13:30:00,294.028,99248.8
6/24/2019,14:00:00,294.082,99235.4
6/24/2019,14:30:00,294.425,99212.9
6/24/2019,15:00:00,294.431,99190.3
6/24/2019,15:30:00,294.687,99162.3
6/24/2019,16:00:00,295.044,99138.8
6/24/2019,16:30:00,295.194,99124.1
6/24/2019,17:00:00,295.392,99104.4
6/24/2019,17:30:00,295.479,99091
6/24/2019,18:00:00,295.687,99066.5
6/24/2019,18:30:00,295.724,99053
6/24/2019,19:00:00,295.493,99044.9
6/24/2019,19:30:00,294.823,99057.8
6/24/2019,20:00:00,294.953,99068.1
6/24/2019,20:30:00,294.639,99072.9
6/24/2019,21:00:00,293.959,99082.7
6/24/2019,21:30:00,292.433,99092.8
6/24/2019,22:00:00,290.613,99097
6/24/2019,22:30:00,289.137,99110.7
6/24/2019,23:00:00,288.293,99125.2
6/24/2019,23:30:00,286.49,99146.5
6/25/2019,0:00:00,285.972,99165.9
6/25/2019,0:30:00,284.443,99173.8
6/25/2019,1:00:00,282.985,99191.1
6/25/2019,1:30:00,282.008,99214
6/25/2019,2:00:00,281.231,99224
6/25/2019,2:30:00,280.541,99242.7
6/25/2019,3:00:00,280.173,99260.1
6/25/2019,3:30:00,279.876,99273.5
6/25/2019,4:00:00,279.537,99281.7
6/25/2019,4:30:00,279.801,99283
6/25/2019,5:00:00,280.169,99282.5
6/25/2019,5:30:00,280.578,99292.6
6/25/2019,6:00:00,281.923,99293
6/25/2019,6:30:00,283.844,99294.7
6/25/2019,7:00:00,285.865,99300.2
6/25/2019,7:30:00,287.586,99285.9
6/25/2019,8:00:00,288.667,99277.6
6/25/2019,8:30:00,289.8,99276.6
6/25/2019,9:00:00,290.878,99278.2
6/25/2019,9:30:00,291.66,99280.6
6/25/2019,10:00:00,292.39,99284.2
6/25/2019,10:30:00,292.761,99279.1
6/25/2019,11:00:00,293.306,99276.2
6/25/2019,11:30:00,293.741,99276.6
6/25/2019,12:00:00,293.906,99283.8
6/25/2019,12:30:00,294.402,99289.1
6/25/2019,13:00:00,294.642,99283.5
6/25/2019,13:30:00,294.744,99285.3
6/25/2019,14:00:00,294.998,99288.6
6/25/2019,14:30:00,294.979,99285.4
6/25/2019,15:00:00,295.137,99271.6
6/25/2019,15:30:00,295.356,99257.3
6/25/2019,16:00:00,295.78,99247.7
6/25/2019,16:30:00,295.796,99242.8
6/25/2019,17:00:00,295.71,99245.7
6/25/2019,17:30:00,296.003,99250.1
6/25/2019,18:00:00,295.312,99259.8
6/25/2019,18:30:00,295.496,99267.5
6/25/2019,19:00:00,295.342,99290
6/25/2019,19:30:00,295.403,99304.5
6/25/2019,20:00:00,295.152,99326.1
6/25/2019,20:30:00,294.532,99343.8
6/25/2019,21:00:00,293.679,99367
6/25/2019,21:30:00,292.824,99402.2
6/25/2019,22:00:00,292.083,99440.4
6/25/2019,22:30:00,290.804,99477.8
6/25/2019,23:00:00,288.348,99518.8
6/25/2019,23:30:00,286.696,99549
6/26/2019,0:00:00,285.663,99582.6
6/26/2019,0:30:00,285.265,99615.4
6/26/2019,1:00:00,285.374,99637.1
6/26/2019,1:30:00,285.66,99649.4
6/26/2019,2:00:00,284.659,99670
6/26/2019,2:30:00,283.869,99691
6/26/2019,3:00:00,283.043,99719.8
6/26/2019,3:30:00,281.958,99743.1
6/26/2019,4:00:00,281.56,99757.5
6/26/2019,4:30:00,281.887,99772.3
6/26/2019,5:00:00,282.058,99789.3
6/26/2019,5:30:00,283.176,99797.4
6/26/2019,6:00:00,284.066,99804
6/26/2019,6:30:00,284.481,99806.1
6/26/2019,7:00:00,286.556,99805.7
6/26/2019,7:30:00,288.376,99795.2
6/26/2019,8:00:00,289.788,99785.9
6/26/2019,8:30:00,290.73,99785
6/26/2019,9:00:00,291.697,99790
6/26/2019,9:30:00,292.461,99788.9
6/26/2019,10:00:00,292.997,99782.9
6/26/2019,10:30:00,293.531,99776.8
6/26/2019,11:00:00,294.171,99769.8
6/26/2019,11:30:00,294.795,99762.2
6/26/2019,12:00:00,295.229,99743.7
6/26/2019,12:30:00,295.649,99734.2
6/26/2019,13:00:00,295.796,99715
6/26/2019,13:30:00,295.966,99701.8
6/26/2019,14:00:00,296.388,99685.2
6/26/2019,14:30:00,296.796,99665.6
6/26/2019,15:00:00,296.982,99661.6
6/26/2019,15:30:00,297.261,99647.3
6/26/2019,16:00:00,297.305,99632.9
6/26/2019,16:30:00,297.521,99620.5
6/26/2019,17:00:00,297.544,99611.6
6/26/2019,17:30:00,297.502,99597.7
6/26/2019,18:00:00,297.488,99584.5
6/26/2019,18:30:00,297.121,99580.8
6/26/2019,19:00:00,297.086,99581.8
6/26/2019,19:30:00,296.671,99588.3
6/26/2019,20:00:00,295.79,99595.4
6/26/2019,20:30:00,294.897,99595.4
6/26/2019,21:00:00,294.026,99602.5
6/26/2019,21:30:00,292.987,99621.8
6/26/2019,22:00:00,290.956,99650.6
6/26/2019,22:30:00,288.712,99666.2
6/26/2019,23:00:00,286.772,99683.3
6/26/2019,23:30:00,285.48,99693.2
6/27/2019,0:00:00,284.998,99699
6/27/2019,0:30:00,285.112,99710.5
6/27/2019,1:00:00,284.241,99716.8
6/27/2019,1:30:00,283.491,99725.7
6/27/2019,2:00:00,282.883,99728.6
6/27/2019,2:30:00,282.267,99735.2
6/27/2019,3:00:00,281.464,99755.2
6/27/2019,3:30:00,281.421,99761.9
6/27/2019,4:00:00,281.141,99760.5
6/27/2019,4:30:00,281.145,99765
6/27/2019,5:00:00,281.932,99759.2
6/27/2019,5:30:00,283.236,99760.1
6/27/2019,6:00:00,284.835,99755.1
6/27/2019,6:30:00,286.809,99749.2
6/27/2019,7:00:00,287.819,99752.2
6/27/2019,7:30:00,288.615,99755.1
6/27/2019,8:00:00,289.382,99749.4
6/27/2019,8:30:00,289.894,99747
6/27/2019,9:00:00,290.084,99745.7
6/27/2019,9:30:00,290.555,99742.4
6/27/2019,10:00:00,291.342,99726.6
6/27/2019,10:30:00,292.519,99706.5
6/27/2019,11:00:00,292.819,99702.2
6/27/2019,11:30:00,293.293,99695.8
6/27/2019,12:00:00,293.831,99690.5
6/27/2019,12:30:00,294.234,99682.5
6/27/2019,13:00:00,294.123,99665.4
6/27/2019,13:30:00,294.539,99642.2
6/27/2019,14:00:00,295.845,99615
6/27/2019,14:30:00,295.944,99601.5
6/27/2019,15:00:00,295.886,99587.9
6/27/2019,15:30:00,295.961,99587.3
6/27/2019,16:00:00,295.401,99592.4
6/27/2019,16:30:00,294.455,99599.7
6/27/2019,17:00:00,294.534,99594.7
6/27/2019,17:30:00,295.12,99589.1
6/27/2019,18:00:00,294.96,99580.1
6/27/2019,18:30:00,294.452,99575.4
6/27/2019,19:00:00,293.532,99568.3
6/27/2019,19:30:00,293.08,99554.8
6/27/2019,20:00:00,293.393,99544.7
6/27/2019,20:30:00,292.971,99541.9
6/27/2019,21:00:00,292.721,99526.6
6/27/2019,21:30:00,292.576,99530.2
6/27/2019,22:00:00,291.613,99535
6/27/2019,22:30:00,290.381,99548.7
6/27/2019,23:00:00,289.239,99557.9
6/27/2019,23:30:00,288.318,99571.1
6/28/2019,0:00:00,287.375,99574.2
6/28/2019,0:30:00,286.811,99577.8
6/28/2019,1:00:00,286.107,99574.6
6/28/2019,1:30:00,285.64,99575.7
6/28/2019,2:00:00,284.977,99574.3
6/28/2019,2:30:00,284.602,99578.7
6/28/2019,3:00:00,284.19,99584.6
6/28/2019,3:30:00,283.808,99587.9
6/28/2019,4:00:00,283.64,99587.8
6/28/2019,4:30:00,283.727,99585.5
6/28/2019,5:00:00,284.554,99583.3
6/28/2019,5:30:00,285.528,99590.3
6/28/2019,6:00:00,286.371,99599.4
6/28/2019,6:30:00,287.44,99604.7
6/28/2019,7:00:00,289.116,99607.4
6/28/2019,7:30:00,290.523,99606.8
6/28/2019,8:00:00,291.777,99605.2
6/28/2019,8:30:00,292.258,99599.4
6/28/2019,9:00:00,293.065,99598.8
6/28/2019,9:30:00,293.881,99594.4
6/28/2019,10:00:00,294.248,99594.8
6/28/2019,10:30:00,295.117,99585.4
6/28/2019,11:00:00,296.106,99577.8
6/28/2019,11:30:00,297.262,99562.7
6/28/2019,12:00:00,297.673,99560
6/28/2019,12:30:00,298.343,99539.8
6/28/2019,13:00:00,298.888,99515
6/28/2019,13:30:00,299.456,99487.2
6/28/2019,14:00:00,300.31,99474.5
6/28/2019,14:30:00,300.543,99463.5
6/28/2019,15:00:00,300.379,99445.7
6/28/2019,15:30:00,300.34,99425.7
6/28/2019,16:00:00,300.647,99408.3
6/28/2019,16:30:00,300.409,99408.6
6/28/2019,17:00:00,300.377,99407.1
6/28/2019,17:30:00,301.064,99395.2
6/28/2019,18:00:00,301.154,99379.9
6/28/2019,18:30:00,301.36,99369
6/28/2019,19:00:00,301.466,99360.9
6/28/2019,19:30:00,301.451,99362.9
6/28/2019,20:00:00,300.756,99366.6
6/28/2019,20:30:00,298.486,99366.9
6/28/2019,21:00:00,296.729,99373.2
6/28/2019,21:30:00,295.728,99383.4
6/28/2019,22:00:00,294.574,99398.5
6/28/2019,22:30:00,293.288,99418.4
6/28/2019,23:00:00,291.73,99439.9
6/28/2019,23:30:00,290.37,99461.3
6/29/2019,0:00:00,288.87,99482.7
6/29/2019,0:30:00,287.9,99506.2
6/29/2019,1:00:00,286.985,99521.2
6/29/2019,1:30:00,286.137,99540.8
6/29/2019,2:00:00,285.645,99560
6/29/2019,2:30:00,284.76,99580.7
6/29/2019,3:00:00,284.186,99601.1
6/29/2019,3:30:00,283.986,99600.3
6/29/2019,4:00:00,284.201,99606.2
6/29/2019,4:30:00,284.547,99619
6/29/2019,5:00:00,285.243,99631.5
6/29/2019,5:30:00,286.248,99647.6
6/29/2019,6:00:00,287.736,99654.6
6/29/2019,6:30:00,288.678,99652.4
6/29/2019,7:00:00,289.402,99662.2
6/29/2019,7:30:00,290.233,99668.9
6/29/2019,8:00:00,291.251,99671
6/29/2019,8:30:00,292.36,99667.2
6/29/2019,9:00:00,293.741,99660
6/29/2019,9:30:00,294.64,99651.5
6/29/2019,10:00:00,295.502,99637.3
6/29/2019,10:30:00,296.453,99623.3
6/29/2019,11:00:00,296.99,99607.5
6/29/2019,11:30:00,297.786,99595
6/29/2019,12:00:00,298.202,99587.9
6/29/2019,12:30:00,298.843,99578.3
6/29/2019,13:00:00,299.559,99558.6
6/29/2019,13:30:00,300.395,99526.9
6/29/2019,14:00:00,301.353,99496.5
6/29/2019,14:30:00,302.535,99476.2
6/29/2019,15:00:00,302.764,99464.5
6/29/2019,15:30:00,302.528,99462.2
6/29/2019,16:00:00,302.55,99448.3
6/29/2019,16:30:00,302.462,99430.8
6/29/2019,17:00:00,302.642,99411.6
6/29/2019,17:30:00,302.929,99391.9
6/29/2019,18:00:00,302.941,99367.4
6/29/2019,18:30:00,302.806,99349.8
6/29/2019,19:00:00,302.47,99347.6
6/29/2019,19:30:00,301.883,99346.3
6/29/2019,20:00:00,301.308,99347.4
6/29/2019,20:30:00,299.506,99359.3
6/29/2019,21:00:00,297.498,99370
6/29/2019,21:30:00,295.56,99375.5
6/29/2019,22:00:00,294.162,99396.7
6/29/2019,22:30:00,292.948,99416.6
6/29/2019,23:00:00,291.833,99440.7
6/29/2019,23:30:00,291.256,99464.8
6/30/2019,0:00:00,291.112,99475.1
6/30/2019,0:30:00,290.965,99478.4
6/30/2019,1:00:00,290.911,99488.6
6/30/2019,1:30:00,291.185,99497
6/30/2019,2:00:00,291.188,99488.4
6/30/2019,2:30:00,291.362,99480.4
6/30/2019,3:00:00,291.06,99475.3
6/30/2019,3:30:00,290.92,99482.6
6/30/2019,4:00:00,290.595,99486.3
6/30/2019,4:30:00,290.096,99507
6/30/2019,5:00:00,290.206,99520
6/30/2019,5:30:00,290.415,99529.7
6/30/2019,6:00:00,290.823,99548.7
6/30/2019,6:30:00,291.133,99583.6
6/30/2019,7:00:00,291.4,99620.8
6/30/2019,7:30:00,293.136,99600
6/30/2019,8:00:00,292.95,99564.9
6/30/2019,8:30:00,293.179,99557.8
6/30/2019,9:00:00,294.313,99548.9
6/30/2019,9:30:00,295.352,99544.5
6/30/2019,10:00:00,296.315,99543.6
6/30/2019,10:30:00,296.9,99535.7
6/30/2019,11:00:00,297.384,99517.2
6/30/2019,11:30:00,297.738,99519.2
6/30/2019,12:00:00,297.983,99534.2
6/30/2019,12:30:00,297.967,99543.8
6/30/2019,13:00:00,296.572,99570.7
6/30/2019,13:30:00,296.099,99588.2
6/30/2019,14:00:00,296.241,99597.7
6/30/2019,14:30:00,296.057,99594.2
6/30/2019,15:00:00,295.473,99628.1
6/30/2019,15:30:00,293.462,99676.4
6/30/2019,16:00:00,291.864,99709.8
6/30/2019,16:30:00,291.721,99710.8
6/30/2019,17:00:00,291.575,99712.8
6/30/2019,17:30:00,291.527,99742.1
6/30/2019,18:00:00,291.329,99756.1
6/30/2019,18:30:00,291.245,99785.5
6/30/2019,19:00:00,291.158,99774.4
6/30/2019,19:30:00,291.002,99766.2
6/30/2019,20:00:00,290.908,99812.6
6/30/2019,20:30:00,290.79,99836.8
6/30/2019,21:00:00,290.73,99858.8
6/30/2019,21:30:00,290.763,99856.7
6/30/2019,22:00:00,290.191,99871.5
6/30/2019,22:30:00,289.803,99906.5
6/30/2019,23:00:00,289.834,99925.5
6/30/2019,23:30:00,289.64,99952.4
7/1/2019,0:00:00,289.157,99961.9
7/1/2019,0:30:00,289.346,99965.4
7/1/2019,1:00:00,289.138,99966.1
7/1/2019,1:30:00,289.157,99985.3
7/1/2019,2:00:00,288.653,100005
7/1/2019,2:30:00,288.452,100013
7/1/2019,3:00:00,287.974,100020
7/1/2019,3:30:00,288.332,100034
7/1/2019,4:00:00,288.254,100045
7/1/2019,4:30:00,288.034,100082
7/1/2019,5:00:00,287.876,100104
7/1/2019,5:30:00,287.707,100112
7/1/2019,6:00:00,287.479,100126
7/1/2019,6:30:00,287.606,100137
7/1/2019,7:00:00,287.94,100161
7/1/2019,7:30:00,287.914,100182
7/1/2019,8:00:00,287.942,100194
7/1/2019,8:30:00,288.062,100191
7/1/2019,9:00:00,287.929,100188
7/1/2019,9:30:00,288.4,100183
7/1/2019,10:00:00,288.909,100186
7/1/2019,10:30:00,289.07,100190
7/1/2019,11:00:00,289.071,100200
7/1/2019,11:30:00,288.948,100200
7/1/2019,12:00:00,288.945,100190
7/1/2019,12:30:00,289.376,100183
7/1/2019,13:00:00,289.786,100173
7/1/2019,13:30:00,289.743,100162
7/1/2019,14:00:00,290.174,100143
7/1/2019,14:30:00,290.332,100120
7/1/2019,15:00:00,290.51,100104
7/1/2019,15:30:00,290.863,100091
7/1/2019,16:00:00,291.161,100085
7/1/2019,16:30:00,291.047,100080
7/1/2019,17:00:00,291.13,100062
7/1/2019,17:30:00,291.092,100048
7/1/2019,18:00:00,291.073,100045
7/1/2019,18:30:00,291.031,100036
7/1/2019,19:00:00,291.062,100041
7/1/2019,19:30:00,291.065,100036
7/1/2019,20:00:00,291.023,100031
7/1/2019,20:30:00,290.921,100016
7/1/2019,21:00:00,290.549,100012
7/1/2019,21:30:00,289.622,100011
7/1/2019,22:00:00,288.641,100014
7/1/2019,22:30:00,287.443,100019
7/1/2019,23:00:00,286.201,100019
7/1/2019,23:30:00,284.747,100022
7/2/2019,0:00:00,283.263,100027
7/2/2019,0:30:00,281.954,100028
7/2/2019,1:00:00,281.693,100019
7/2/2019,1:30:00,281.376,100025
7/2/2019,2:00:00,281.049,100028
7/2/2019,2:30:00,280.87,100023
7/2/2019,3:00:00,280.775,100026
7/2/2019,3:30:00,280.356,100029
7/2/2019,4:00:00,279.944,100036
7/2/2019,4:30:00,280.478,100035
7/2/2019,5:00:00,280.946,100031
7/2/2019,5:30:00,281.597,100028
7/2/2019,6:00:00,282.456,100027
7/2/2019,6:30:00,282.815,100024
7/2/2019,7:00:00,283.52,100012
7/2/2019,7:30:00,284.484,99998.5
7/2/2019,8:00:00,286.423,99985.4
7/2/2019,8:30:00,287.328,99980
7/2/2019,9:00:00,287.827,99969.5
7/2/2019,9:30:00,288.675,99955.2
7/2/2019,10:00:00,289.577,99931.6
7/2/2019,10:30:00,290.427,99901.3
7/2/2019,11:00:00,290.745,99884.5
7/2/2019,11:30:00,291.311,99859.5
7/2/2019,12:00:00,291.859,99829.2
7/2/2019,12:30:00,292.173,99805
7/2/2019,13:00:00,292.48,99790.2
7/2/2019,13:30:00,292.844,99768.2
7/2/2019,14:00:00,293.013,99744.9
7/2/2019,14:30:00,292.811,99742.6
7/2/2019,15:00:00,292.762,99739.3
7/2/2019,15:30:00,292.532,99729.9
7/2/2019,16:00:00,292.539,99706.9
7/2/2019,16:30:00,292.841,99687.3
7/2/2019,17:00:00,292.891,99673.1
7/2/2019,17:30:00,292.804,99659
7/2/2019,18:00:00,292.807,99646.9
7/2/2019,18:30:00,292.935,99639
7/2/2019,19:00:00,292.951,99617.4
7/2/2019,19:30:00,292.794,99599.7
7/2/2019,20:00:00,292.695,99593.4
7/2/2019,20:30:00,292.458,99580.7
7/2/2019,21:00:00,292.129,99577.6
7/2/2019,21:30:00,291.141,99571.7
7/2/2019,22:00:00,290.185,99559
7/2/2019,22:30:00,288.955,99566.1
7/2/2019,23:00:00,287.413,99579.4
7/2/2019,23:30:00,286.412,99594.7
7/3/2019,0:00:00,285.544,99593
7/3/2019,0:30:00,285.322,99582.5
7/3/2019,1:00:00,285.203,99575.1
7/3/2019,1:30:00,285.245,99569.5
7/3/2019,2:00:00,285.111,99563.8
7/3/2019,2:30:00,285.015,99568.1
7/3/2019,3:00:00,285.012,99579.3
7/3/2019,3:30:00,284.954,99576.3
7/3/2019,4:00:00,285.117,99576.4
7/3/2019,4:30:00,285.273,99569.5
7/3/2019,5:00:00,285.416,99564.9
7/3/2019,5:30:00,285.761,99574.8
7/3/2019,6:00:00,286.193,99565.1
7/3/2019,6:30:00,286.569,99558.5
7/3/2019,7:00:00,287.12,99553.5
7/3/2019,7:30:00,287.618,99553.1
7/3/2019,8:00:00,288.691,99547.5
7/3/2019,8:30:00,289.978,99537.9
7/3/2019,9:00:00,290.889,99527
7/3/2019,9:30:00,291.48,99526.8
7/3/2019,10:00:00,291.707,99516
7/3/2019,10:30:00,291.967,99504.9
7/3/2019,11:00:00,292.211,99504.5
7/3/2019,11:30:00,292.64,99485.7
7/3/2019,12:00:00,292.931,99473.9
7/3/2019,12:30:00,293.225,99479.4
7/3/2019,13:00:00,293.62,99468.7
7/3/2019,13:30:00,294.198,99454.7
7/3/2019,14:00:00,295.103,99429.2
7/3/2019,14:30:00,296.025,99410.2
7/3/2019,15:00:00,296.132,99396.9
7/3/2019,15:30:00,296.158,99396
7/3/2019,16:00:00,296.473,99387.9
7/3/2019,16:30:00,296.84,99381.8
7/3/2019,17:00:00,297.152,99379.6
7/3/2019,17:30:00,296.917,99405.2
7/3/2019,18:00:00,296.223,99453.1
7/3/2019,18:30:00,295.241,99481.3
7/3/2019,19:00:00,293.988,99528.1
7/3/2019,19:30:00,292.768,99557.6
7/3/2019,20:00:00,292.32,99554
7/3/2019,20:30:00,292.136,99587.7
7/3/2019,21:00:00,291.544,99629.2
7/3/2019,21:30:00,291.499,99654.7
7/3/2019,22:00:00,291.472,99684.3
7/3/2019,22:30:00,291.094,99726.9
7/3/2019,23:00:00,290.484,99769
7/3/2019,23:30:00,289.795,99788.2
7/4/2019,0:00:00,289.541,99793.6
7/4/2019,0:30:00,289.355,99815.9
7/4/2019,1:00:00,289.167,99841.1
7/4/2019,1:30:00,289.038,99871.6
7/4/2019,2:00:00,288.802,99890.7
7/4/2019,2:30:00,288.643,99923.5
7/4/2019,3:00:00,288.437,99943.6
7/4/2019,3:30:00,288.239,99970.9
7/4/2019,4:00:00,288.072,99988.5
7/4/2019,4:30:00,288.073,100008
7/4/2019,5:00:00,288.079,100035
7/4/2019,5:30:00,288.186,100051
7/4/2019,6:00:00,288.511,100078
7/4/2019,6:30:00,288.63,100107
7/4/2019,7:00:00,288.795,100135
7/4/2019,7:30:00,289.085,100155
7/4/2019,8:00:00,289.233,100164
7/4/2019,8:30:00,289.428,100167
7/4/2019,9:00:00,289.652,100173
7/4/2019,9:30:00,289.751,100189
7/4/2019,10:00:00,289.91,100203
7/4/2019,10:30:00,290.06,100200
7/4/2019,11:00:00,290.262,100207
7/4/2019,11:30:00,290.526,100215
7/4/2019,12:00:00,290.703,100227
7/4/2019,12:30:00,290.886,100233
7/4/2019,13:00:00,291.286,100237
7/4/2019,13:30:00,291.496,100228
7/4/2019,14:00:00,291.637,100228
7/4/2019,14:30:00,291.87,100236
7/4/2019,15:00:00,292.112,100242
7/4/2019,15:30:00,292.277,100251
7/4/2019,16:00:00,292.355,100261
7/4/2019,16:30:00,292.521,100256
7/4/2019,17:00:00,292.6,100249
7/4/2019,17:30:00,292.746,100250
7/4/2019,18:00:00,292.651,100252
7/4/2019,18:30:00,292.503,100267
7/4/2019,19:00:00,292.442,100265
7/4/2019,19:30:00,292.394,100255
7/4/2019,20:00:00,292.213,100255
7/4/2019,20:30:00,292.117,100257
7/4/2019,21:00:00,291.924,100265
7/4/2019,21:30:00,291.713,100276
7/4/2019,22:00:00,291.334,100273
7/4/2019,22:30:00,290.865,100281
7/4/2019,23:00:00,290.447,100286
7/4/2019,23:30:00,289.943,100299
7/5/2019,0:00:00,289.446,100307
7/5/2019,0:30:00,288.598,100316
7/5/2019,1:00:00,287.999,100330
7/5/2019,1:30:00,287.965,100336
7/5/2019,2:00:00,287.846,100345
7/5/2019,2:30:00,287.781,100351
7/5/2019,3:00:00,287.638,100354
7/5/2019,3:30:00,287.494,100360
7/5/2019,4:00:00,287.474,100380
7/5/2019,4:30:00,287.435,100383
7/5/2019,5:00:00,287.533,100387
7/5/2019,5:30:00,287.646,100392
7/5/2019,6:00:00,287.8,100395
7/5/2019,6:30:00,287.76,100398
7/5/2019,7:00:00,288.751,100399
7/5/2019,7:30:00,289.894,100392
7/5/2019,8:00:00,290.753,100392
7/5/2019,8:30:00,291.538,100394
7/5/2019,9:00:00,292.288,100390
7/5/2019,9:30:00,292.76,100379
7/5/2019,10:00:00,292.99,100363
7/5/2019,10:30:00,293.433,100343
7/5/2019,11:00:00,293.83,100324
7/5/2019,11:30:00,294.339,100317
7/5/2019,12:00:00,294.721,100314
7/5/2019,12:30:00,295.201,100295
7/5/2019,13:00:00,295.752,100277
7/5/2019,13:30:00,296.36,100252
7/5/2019,14:00:00,296.833,100224
7/5/2019,14:30:00,297.477,100196
7/5/2019,15:00:00,297.997,100175
7/5/2019,15:30:00,298.407,100154
7/5/2019,16:00:00,298.841,100137
7/5/2019,16:30:00,299.127,100112
7/5/2019,17:00:00,299.447,100099
7/5/2019,17:30:00,299.64,100088
7/5/2019,18:00:00,299.658,100071
7/5/2019,18:30:00,299.664,100055
7/5/2019,19:00:00,299.487,100039
7/5/2019,19:30:00,299.367,100027
7/5/2019,20:00:00,298.795,100013
7/5/2019,20:30:00,297.801,100004
7/5/2019,21:00:00,296.791,99994.1
7/5/2019,21:30:00,296.433,99993.7
7/5/2019,22:00:00,294.525,100002
7/5/2019,22:30:00,292.315,100007
7/5/2019,23:00:00,290.927,100031
7/5/2019,23:30:00,289.6,100060
7/6/2019,0:00:00,288.186,100081
7/6/2019,0:30:00,287.327,100105
7/6/2019,1:00:00,286.528,100124
7/6/2019,1:30:00,285.571,100139
7/6/2019,2:00:00,284.931,100153
7/6/2019,2:30:00,284.068,100170
7/6/2019,3:00:00,283.645,100173
7/6/2019,3:30:00,283.432,100170
7/6/2019,4:00:00,283.563,100174
7/6/2019,4:30:00,283.47,100173
7/6/2019,5:00:00,283.621,100172
7/6/2019,5:30:00,284.59,100162
7/6/2019,6:00:00,286.423,100155
7/6/2019,6:30:00,288.511,100156
7/6/2019,7:00:00,290.338,100144
7/6/2019,7:30:00,292.853,100126
7/6/2019,8:00:00,294.538,100107
7/6/2019,8:30:00,295.238,100096
7/6/2019,9:00:00,295.949,100092
7/6/2019,9:30:00,296.475,100078
7/6/2019,10:00:00,296.712,100062
7/6/2019,10:30:00,297.321,100046
7/6/2019,11:00:00,297.626,100039
7/6/2019,11:30:00,297.95,100026
7/6/2019,12:00:00,298.212,100012
7/6/2019,12:30:00,298.643,99979
7/6/2019,13:00:00,298.885,99955.9
7/6/2019,13:30:00,299.288,99932.9
7/6/2019,14:00:00,299.593,99919.8
7/6/2019,14:30:00,299.83,99888.4
7/6/2019,15:00:00,300.315,99859.2
7/6/2019,15:30:00,300.489,99835.9
7/6/2019,16:00:00,300.762,99802.8
7/6/2019,16:30:00,300.72,99787.1
7/6/2019,17:00:00,300.921,99757
7/6/2019,17:30:00,301.256,99732.2
7/6/2019,18:00:00,300.935,99724.8
7/6/2019,18:30:00,300.908,99701.8
